event_id,game_session,timestamp,event_data,installation_id,event_count,event_code,game_time,title,type,world
cdd22e43,be24aeb634ea3a94,2019-09-20T13:11:17.844Z,"{""object"":""pig"",""layout"":{""left"":{""chickens"":10,""pig"":false},""right"":{""chickens"":4,""pig"":false}},""coordinates"":{""x"":956,""y"":573,""stage_width"":1015,""stage_height"":762},""duration"":208,""source"":""right"",""event_count"":108,""game_time"":105840,""event_code"":4035}",0006c192,108,4035,105840,Chicken Balancer (Activity),Activity,CRYSTALCAVES
85d1b0de,be24aeb634ea3a94,2019-09-20T13:11:18.911Z,"{""layout"":{""left"":{""chickens"":10,""pig"":false},""right"":{""chickens"":4,""pig"":false}},""event_count"":109,""game_time"":106908,""event_code"":4090}",0006c192,109,4090,106908,Chicken Balancer (Activity),Activity,CRYSTALCAVES
ea321fb1,be24aeb634ea3a94,2019-09-20T13:11:18.913Z,"{""description"":""You can drag the chickies to the see saw! Put them on either side."",""identifier"":""dragchicks"",""media_type"":""animation"",""total_duration"":4600,""event_count"":110,""game_time"":106908,""event_code"":3010}",0006c192,110,3010,106908,Chicken Balancer (Activity),Activity,CRYSTALCAVES
84b0e0c8,be24aeb634ea3a94,2019-09-20T13:11:18.913Z,"{""description"":""You can drag the chickies to the see saw! Put them on either side."",""identifier"":""dragchicks"",""media_type"":""animation"",""duration"":0,""event_count"":111,""game_time"":106908,""event_code"":3110}",0006c192,111,3110,106908,Chicken Balancer (Activity),Activity,CRYSTALCAVES
27253bdc,01113cfb10b0de3a,2019-09-20T13:11:42.417Z,"{""event_code"": 2000, ""event_count"": 1}",0006c192,1,2000,0,Lifting Heavy Things,Clip,CRYSTALCAVES
27253bdc,e16b5895a6701e22,2019-09-20T13:15:07.640Z,"{""event_code"": 2000, ""event_count"": 1}",0006c192,1,2000,0,Crystal Caves - Level 2,Clip,CRYSTALCAVES
9c5ef70c,0df8af24d1e977f6,2019-09-20T13:16:07.443Z,"{""version"":""1.0"",""round"":0,""event_count"":1,""game_time"":0,""event_code"":2000}",0006c192,1,2000,0,Pan Balance,Game,CRYSTALCAVES
0086365d,0df8af24d1e977f6,2019-09-20T13:16:31.273Z,"{""coordinates"":{""x"":881,""y"":409,""stage_width"":1014,""stage_height"":524},""round"":0,""event_count"":2,""game_time"":23832,""event_code"":4010}",0006c192,2,4010,23832,Pan Balance,Game,CRYSTALCAVES
a592d54e,0df8af24d1e977f6,2019-09-20T13:16:32.184Z,"{""target_weight"":3,""table_weights"":4,""starting_weights"":2,""round"":1,""event_count"":3,""game_time"":24611,""event_code"":2020}",0006c192,3,2020,24611,Pan Balance,Game,CRYSTALCAVES
6cf7d25c,0df8af24d1e977f6,2019-09-20T13:16:32.759Z,"{""description"":""This is a pan balance. You use it to tell how heavy something is. Put rocks on one side, and copper weights on the other side, and once the two sides are the same, press the green check button!"",""identifier"":""INSTRCOMPLETE"",""media_type"":""animation"",""total_duration"":12866,""round"":1,""event_count"":4,""game_time"":25332,""event_code"":3010}",0006c192,4,3010,25332,Pan Balance,Game,CRYSTALCAVES
27253bdc,ea72624012f5d8a7,2019-10-01T00:45:45.940Z,"{""event_code"": 2000, ""event_count"": 1}",0006c192,1,2000,0,12 Monkeys,Clip,TREETOPCITY
27253bdc,77331561cb86d655,2019-10-01T00:46:05.141Z,"{""event_code"": 2000, ""event_count"": 1}",0006c192,1,2000,0,Tree Top City - Level 2,Clip,TREETOPCITY
9b01374f,112c6c8dadf97b27,2019-10-01T00:46:39.959Z,"{""version"":""1.0"",""event_count"":1,""game_time"":0,""event_code"":2000}",0006c192,1,2000,0,Flower Waterer (Activity),Activity,TREETOPCITY
56cd3b43,112c6c8dadf97b27,2019-10-01T00:46:40.088Z,"{""description"":""Welcome to the garden! Which could really use some flowers... Oh oh, a watering can! Pick it up!"",""identifier"":""intro,wateringcan"",""media_type"":""animation"",""total_duration"":6733,""event_count"":2,""game_time"":133,""event_code"":3010}",0006c192,2,3010,133,Flower Waterer (Activity),Activity,TREETOPCITY
5d042115,112c6c8dadf97b27,2019-10-01T00:46:45.236Z,"{""flowers"":[0,0,0,0,0],""flower"":0,""coordinates"":{""x"":937,""y"":650,""stage_width"":1015,""stage_height"":762},""event_count"":3,""game_time"":5340,""event_code"":4030}",0006c192,3,4030,5340,Flower Waterer (Activity),Activity,TREETOPCITY
bbfe0445,112c6c8dadf97b27,2019-10-01T00:46:46.950Z,"{""description"":""Welcome to the garden! Which could really use some flowers... Oh oh, a watering can! Pick it up!"",""identifier"":""intro,wateringcan"",""media_type"":""animation"",""duration"":6941,""event_count"":4,""game_time"":7074,""event_code"":3110}",0006c192,4,3110,7074,Flower Waterer (Activity),Activity,TREETOPCITY
de26c3a6,112c6c8dadf97b27,2019-10-01T00:46:51.266Z,"{""growth"":[0,0,0,0,8],""flowers"":[0,0,0,0,8],""duration"":5232,""event_count"":5,""game_time"":11390,""event_code"":4020}",0006c192,5,4020,11390,Flower Waterer (Activity),Activity,TREETOPCITY
56cd3b43,112c6c8dadf97b27,2019-10-01T00:46:52.107Z,"{""description"":""When you're all done, tap this button."",""identifier"":""Dot_AllDoneTapThis"",""media_type"":""audio"",""total_duration"":2000,""event_count"":6,""game_time"":12226,""event_code"":3010}",0006c192,6,3010,12226,Flower Waterer (Activity),Activity,TREETOPCITY
bbfe0445,112c6c8dadf97b27,2019-10-01T00:46:54.150Z,"{""description"":""When you're all done, tap this button."",""identifier"":""Dot_AllDoneTapThis"",""media_type"":""audio"",""duration"":2050,""event_count"":7,""game_time"":14276,""event_code"":3110}",0006c192,7,3110,14276,Flower Waterer (Activity),Activity,TREETOPCITY
de26c3a6,112c6c8dadf97b27,2019-10-01T00:46:55.167Z,"{""growth"":[0,0,0,3,0],""flowers"":[0,0,0,3,8],""duration"":1898,""event_count"":8,""game_time"":15291,""event_code"":4020}",0006c192,8,4020,15291,Flower Waterer (Activity),Activity,TREETOPCITY
de26c3a6,112c6c8dadf97b27,2019-10-01T00:46:58.783Z,"{""growth"":[0,0,0,5,0],""flowers"":[0,0,0,8,8],""duration"":3032,""event_count"":9,""game_time"":18908,""event_code"":4020}",0006c192,9,4020,18908,Flower Waterer (Activity),Activity,TREETOPCITY
de26c3a6,112c6c8dadf97b27,2019-10-01T00:47:02.319Z,"{""growth"":[0,0,4,0,0],""flowers"":[0,0,4,8,8],""duration"":2666,""event_count"":10,""game_time"":22443,""event_code"":4020}",0006c192,10,4020,22443,Flower Waterer (Activity),Activity,TREETOPCITY
de26c3a6,112c6c8dadf97b27,2019-10-01T00:47:07.068Z,"{""growth"":[0,0,4,0,0],""flowers"":[0,0,8,8,8],""duration"":3082,""event_count"":11,""game_time"":27192,""event_code"":4020}",0006c192,11,4020,27192,Flower Waterer (Activity),Activity,TREETOPCITY
56cd3b43,112c6c8dadf97b27,2019-10-01T00:47:12.703Z,"{""description"":""If you want to pick a flower, drag it to my basket!"",""identifier"":""basket"",""media_type"":""animation"",""total_duration"":3366,""event_count"":12,""game_time"":32825,""event_code"":3010}",0006c192,12,3010,32825,Flower Waterer (Activity),Activity,TREETOPCITY
bbfe0445,112c6c8dadf97b27,2019-10-01T00:47:16.101Z,"{""description"":""If you want to pick a flower, drag it to my basket!"",""identifier"":""basket"",""media_type"":""animation"",""duration"":3402,""event_count"":13,""game_time"":36227,""event_code"":3110}",0006c192,13,3110,36227,Flower Waterer (Activity),Activity,TREETOPCITY
598f4598,112c6c8dadf97b27,2019-10-01T00:47:16.983Z,"{""coordinates"":{""x"":350,""y"":397,""stage_width"":1015,""stage_height"":762},""duration"":31771,""event_count"":14,""game_time"":37111,""event_code"":4025}",0006c192,14,4025,37111,Flower Waterer (Activity),Activity,TREETOPCITY
de26c3a6,112c6c8dadf97b27,2019-10-01T00:47:16.994Z,"{""growth"":[8,8,0,0,0],""flowers"":[8,8,8,8,8],""duration"":9816,""event_count"":15,""game_time"":37111,""event_code"":4020}",0006c192,15,4020,37111,Flower Waterer (Activity),Activity,TREETOPCITY
a44b10dc,112c6c8dadf97b27,2019-10-01T00:47:17.878Z,"{""coordinates"":{""x"":591,""y"":408,""stage_width"":1015,""stage_height"":762},""event_count"":16,""game_time"":37996,""event_code"":4070}",0006c192,16,4070,37996,Flower Waterer (Activity),Activity,TREETOPCITY
a44b10dc,112c6c8dadf97b27,2019-10-01T00:47:18.345Z,"{""coordinates"":{""x"":533,""y"":454,""stage_width"":1015,""stage_height"":762},""event_count"":17,""game_time"":38459,""event_code"":4070}",0006c192,17,4070,38459,Flower Waterer (Activity),Activity,TREETOPCITY
a44b10dc,112c6c8dadf97b27,2019-10-01T00:47:18.994Z,"{""coordinates"":{""x"":547,""y"":458,""stage_width"":1015,""stage_height"":762},""event_count"":18,""game_time"":39109,""event_code"":4070}",0006c192,18,4070,39109,Flower Waterer (Activity),Activity,TREETOPCITY
a44b10dc,112c6c8dadf97b27,2019-10-01T00:47:19.891Z,"{""coordinates"":{""x"":576,""y"":664,""stage_width"":1015,""stage_height"":762},""event_count"":19,""game_time"":40009,""event_code"":4070}",0006c192,19,4070,40009,Flower Waterer (Activity),Activity,TREETOPCITY
a44b10dc,112c6c8dadf97b27,2019-10-01T00:47:20.329Z,"{""coordinates"":{""x"":531,""y"":632,""stage_width"":1015,""stage_height"":762},""event_count"":20,""game_time"":40442,""event_code"":4070}",0006c192,20,4070,40442,Flower Waterer (Activity),Activity,TREETOPCITY
56cd3b43,112c6c8dadf97b27,2019-10-01T00:47:20.601Z,"{""description"":""Look at you, you lean, mean, plant-growing machine!"",""identifier"":""leangreen"",""media_type"":""animation"",""total_duration"":3833,""event_count"":21,""game_time"":40726,""event_code"":3010}",0006c192,21,3010,40726,Flower Waterer (Activity),Activity,TREETOPCITY
a44b10dc,112c6c8dadf97b27,2019-10-01T00:47:20.911Z,"{""coordinates"":{""x"":654,""y"":563,""stage_width"":1015,""stage_height"":762},""event_count"":22,""game_time"":41025,""event_code"":4070}",0006c192,22,4070,41025,Flower Waterer (Activity),Activity,TREETOPCITY
a44b10dc,112c6c8dadf97b27,2019-10-01T00:47:21.345Z,"{""coordinates"":{""x"":669,""y"":539,""stage_width"":1015,""stage_height"":762},""event_count"":23,""game_time"":41459,""event_code"":4070}",0006c192,23,4070,41459,Flower Waterer (Activity),Activity,TREETOPCITY
a44b10dc,112c6c8dadf97b27,2019-10-01T00:47:21.596Z,"{""coordinates"":{""x"":644,""y"":519,""stage_width"":1015,""stage_height"":762},""event_count"":24,""game_time"":41709,""event_code"":4070}",0006c192,24,4070,41709,Flower Waterer (Activity),Activity,TREETOPCITY
a44b10dc,112c6c8dadf97b27,2019-10-01T00:47:21.832Z,"{""coordinates"":{""x"":654,""y"":479,""stage_width"":1015,""stage_height"":762},""event_count"":25,""game_time"":41942,""event_code"":4070}",0006c192,25,4070,41942,Flower Waterer (Activity),Activity,TREETOPCITY
a44b10dc,112c6c8dadf97b27,2019-10-01T00:47:22.062Z,"{""coordinates"":{""x"":658,""y"":448,""stage_width"":1015,""stage_height"":762},""event_count"":26,""game_time"":42176,""event_code"":4070}",0006c192,26,4070,42176,Flower Waterer (Activity),Activity,TREETOPCITY
a44b10dc,112c6c8dadf97b27,2019-10-01T00:47:22.296Z,"{""coordinates"":{""x"":661,""y"":415,""stage_width"":1015,""stage_height"":762},""event_count"":27,""game_time"":42409,""event_code"":4070}",0006c192,27,4070,42409,Flower Waterer (Activity),Activity,TREETOPCITY
5d042115,112c6c8dadf97b27,2019-10-01T00:47:22.785Z,"{""flowers"":[8,8,8,8,8],""flower"":5,""coordinates"":{""x"":779,""y"":181,""stage_width"":1015,""stage_height"":762},""event_count"":28,""game_time"":42892,""event_code"":4030}",0006c192,28,4030,42892,Flower Waterer (Activity),Activity,TREETOPCITY
fcfdffb6,112c6c8dadf97b27,2019-10-01T00:47:24.401Z,"{""flower"":5,""flowers"":[8,8,8,8,0],""coordinates"":{""x"":193,""y"":546,""stage_width"":1015,""stage_height"":762},""duration"":1636,""event_count"":29,""game_time"":44528,""event_code"":4022}",0006c192,29,4022,44528,Flower Waterer (Activity),Activity,TREETOPCITY
bbfe0445,112c6c8dadf97b27,2019-10-01T00:47:24.467Z,"{""description"":""Look at you, you lean, mean, plant-growing machine!"",""identifier"":""leangreen"",""media_type"":""animation"",""duration"":3866,""event_count"":30,""game_time"":44592,""event_code"":3110}",0006c192,30,3110,44592,Flower Waterer (Activity),Activity,TREETOPCITY
5d042115,112c6c8dadf97b27,2019-10-01T00:47:25.223Z,"{""flowers"":[8,8,8,8,0],""flower"":1,""coordinates"":{""x"":277,""y"":227,""stage_width"":1015,""stage_height"":762},""event_count"":31,""game_time"":45326,""event_code"":4030}",0006c192,31,4030,45326,Flower Waterer (Activity),Activity,TREETOPCITY
56cd3b43,112c6c8dadf97b27,2019-10-01T00:47:25.226Z,"{""description"":""Whoa-oh! That is one tall flower!"",""identifier"":""tallflower"",""media_type"":""animation"",""total_duration"":4200,""event_count"":32,""game_time"":45326,""event_code"":3010}",0006c192,32,3010,45326,Flower Waterer (Activity),Activity,TREETOPCITY
fcfdffb6,112c6c8dadf97b27,2019-10-01T00:47:25.989Z,"{""flower"":1,""flowers"":[0,8,8,8,0],""coordinates"":{""x"":176,""y"":536,""stage_width"":1015,""stage_height"":762},""duration"":793,""event_count"":33,""game_time"":46119,""event_code"":4022}",0006c192,33,4022,46119,Flower Waterer (Activity),Activity,TREETOPCITY
a44b10dc,112c6c8dadf97b27,2019-10-01T00:47:26.802Z,"{""coordinates"":{""x"":448,""y"":244,""stage_width"":1015,""stage_height"":762},""event_count"":34,""game_time"":46909,""event_code"":4070}",0006c192,34,4070,46909,Flower Waterer (Activity),Activity,TREETOPCITY
5d042115,112c6c8dadf97b27,2019-10-01T00:47:27.436Z,"{""flowers"":[0,8,8,8,0],""flower"":2,""coordinates"":{""x"":426,""y"":234,""stage_width"":1015,""stage_height"":762},""event_count"":35,""game_time"":47542,""event_code"":4030}",0006c192,35,4030,47542,Flower Waterer (Activity),Activity,TREETOPCITY
fcfdffb6,112c6c8dadf97b27,2019-10-01T00:47:28.349Z,"{""flower"":2,""flowers"":[0,0,8,8,0],""coordinates"":{""x"":261,""y"":581,""stage_width"":1015,""stage_height"":762},""duration"":936,""event_count"":36,""game_time"":48478,""event_code"":4022}",0006c192,36,4022,48478,Flower Waterer (Activity),Activity,TREETOPCITY
5d042115,112c6c8dadf97b27,2019-10-01T00:47:29.141Z,"{""flowers"":[0,0,8,8,0],""flower"":3,""coordinates"":{""x"":566,""y"":220,""stage_width"":1015,""stage_height"":762},""event_count"":37,""game_time"":49243,""event_code"":4030}",0006c192,37,4030,49243,Flower Waterer (Activity),Activity,TREETOPCITY
bbfe0445,112c6c8dadf97b27,2019-10-01T00:47:29.453Z,"{""description"":""Whoa-oh! That is one tall flower!"",""identifier"":""tallflower"",""media_type"":""animation"",""duration"":4252,""event_count"":38,""game_time"":49578,""event_code"":3110}",0006c192,38,3110,49578,Flower Waterer (Activity),Activity,TREETOPCITY
fcfdffb6,112c6c8dadf97b27,2019-10-01T00:47:29.782Z,"{""flower"":3,""flowers"":[0,0,0,8,0],""coordinates"":{""x"":221,""y"":569,""stage_width"":1015,""stage_height"":762},""duration"":668,""event_count"":39,""game_time"":49911,""event_code"":4022}",0006c192,39,4022,49911,Flower Waterer (Activity),Activity,TREETOPCITY
a44b10dc,112c6c8dadf97b27,2019-10-01T00:47:30.561Z,"{""coordinates"":{""x"":714,""y"":190,""stage_width"":1015,""stage_height"":762},""event_count"":40,""game_time"":50676,""event_code"":4070}",0006c192,40,4070,50676,Flower Waterer (Activity),Activity,TREETOPCITY
5d042115,112c6c8dadf97b27,2019-10-01T00:47:31.036Z,"{""flowers"":[0,0,0,8,0],""flower"":4,""coordinates"":{""x"":654,""y"":199,""stage_width"":1015,""stage_height"":762},""event_count"":41,""game_time"":51143,""event_code"":4030}",0006c192,41,4030,51143,Flower Waterer (Activity),Activity,TREETOPCITY
fcfdffb6,112c6c8dadf97b27,2019-10-01T00:47:31.783Z,"{""flower"":4,""flowers"":[0,0,0,0,0],""coordinates"":{""x"":234,""y"":548,""stage_width"":1015,""stage_height"":762},""duration"":769,""event_count"":42,""game_time"":51912,""event_code"":4022}",0006c192,42,4022,51912,Flower Waterer (Activity),Activity,TREETOPCITY
5d042115,112c6c8dadf97b27,2019-10-01T00:47:33.137Z,"{""flowers"":[0,0,0,0,0],""flower"":0,""coordinates"":{""x"":889,""y"":619,""stage_width"":1015,""stage_height"":762},""event_count"":43,""game_time"":53243,""event_code"":4030}",0006c192,43,4030,53243,Flower Waterer (Activity),Activity,TREETOPCITY
56cd3b43,112c6c8dadf97b27,2019-10-01T00:47:33.355Z,"{""description"":""You have a green thumb - which is a good thing!"",""identifier"":""greenthumb"",""media_type"":""animation"",""total_duration"":3500,""event_count"":44,""game_time"":53478,""event_code"":3010}",0006c192,44,3010,53478,Flower Waterer (Activity),Activity,TREETOPCITY
598f4598,112c6c8dadf97b27,2019-10-01T00:47:35.783Z,"{""coordinates"":{""x"":877,""y"":513,""stage_width"":1015,""stage_height"":762},""duration"":2669,""event_count"":45,""game_time"":55912,""event_code"":4025}",0006c192,45,4025,55912,Flower Waterer (Activity),Activity,TREETOPCITY
de26c3a6,112c6c8dadf97b27,2019-10-01T00:47:35.796Z,"{""growth"":[0,0,0,0,6],""flowers"":[0,0,0,0,6],""duration"":2583,""event_count"":46,""game_time"":55912,""event_code"":4020}",0006c192,46,4020,55912,Flower Waterer (Activity),Activity,TREETOPCITY
a44b10dc,112c6c8dadf97b27,2019-10-01T00:47:35.944Z,"{""coordinates"":{""x"":902,""y"":499,""stage_width"":1015,""stage_height"":762},""event_count"":47,""game_time"":56060,""event_code"":4070}",0006c192,47,4070,56060,Flower Waterer (Activity),Activity,TREETOPCITY
a44b10dc,112c6c8dadf97b27,2019-10-01T00:47:36.841Z,"{""coordinates"":{""x"":878,""y"":594,""stage_width"":1015,""stage_height"":762},""event_count"":48,""game_time"":56960,""event_code"":4070}",0006c192,48,4070,56960,Flower Waterer (Activity),Activity,TREETOPCITY
bbfe0445,112c6c8dadf97b27,2019-10-01T00:47:36.887Z,"{""description"":""You have a green thumb - which is a good thing!"",""identifier"":""greenthumb"",""media_type"":""animation"",""duration"":3534,""event_count"":49,""game_time"":57012,""event_code"":3110}",0006c192,49,3110,57012,Flower Waterer (Activity),Activity,TREETOPCITY
5d042115,112c6c8dadf97b27,2019-10-01T00:47:37.598Z,"{""flowers"":[0,0,0,0,6],""flower"":0,""coordinates"":{""x"":914,""y"":617,""stage_width"":1015,""stage_height"":762},""event_count"":50,""game_time"":57710,""event_code"":4030}",0006c192,50,4030,57710,Flower Waterer (Activity),Activity,TREETOPCITY
56cd3b43,112c6c8dadf97b27,2019-10-01T00:47:45.888Z,"{""description"":""Look at you, you lean, mean, plant-growing machine!"",""identifier"":""leangreen"",""media_type"":""animation"",""total_duration"":3833,""event_count"":51,""game_time"":66012,""event_code"":3010}",0006c192,51,3010,66012,Flower Waterer (Activity),Activity,TREETOPCITY
598f4598,112c6c8dadf97b27,2019-10-01T00:47:48.417Z,"{""coordinates"":{""x"":639,""y"":344,""stage_width"":1015,""stage_height"":762},""duration"":10835,""event_count"":52,""game_time"":68545,""event_code"":4025}",0006c192,52,4025,68545,Flower Waterer (Activity),Activity,TREETOPCITY
de26c3a6,112c6c8dadf97b27,2019-10-01T00:47:48.430Z,"{""growth"":[8,8,8,8,2],""flowers"":[8,8,8,8,8],""duration"":10500,""event_count"":53,""game_time"":68545,""event_code"":4020}",0006c192,53,4020,68545,Flower Waterer (Activity),Activity,TREETOPCITY
5d042115,112c6c8dadf97b27,2019-10-01T00:47:49.269Z,"{""flowers"":[8,8,8,8,8],""flower"":4,""coordinates"":{""x"":613,""y"":200,""stage_width"":1015,""stage_height"":762},""event_count"":54,""game_time"":69378,""event_code"":4030}",0006c192,54,4030,69378,Flower Waterer (Activity),Activity,TREETOPCITY
bbfe0445,112c6c8dadf97b27,2019-10-01T00:47:49.736Z,"{""description"":""Look at you, you lean, mean, plant-growing machine!"",""identifier"":""leangreen"",""media_type"":""animation"",""duration"":3850,""event_count"":55,""game_time"":69862,""event_code"":3110}",0006c192,55,3110,69862,Flower Waterer (Activity),Activity,TREETOPCITY
fcfdffb6,112c6c8dadf97b27,2019-10-01T00:47:50.332Z,"{""flower"":4,""flowers"":[8,8,8,0,8],""coordinates"":{""x"":163,""y"":511,""stage_width"":1015,""stage_height"":762},""duration"":1082,""event_count"":56,""game_time"":70460,""event_code"":4022}",0006c192,56,4022,70460,Flower Waterer (Activity),Activity,TREETOPCITY
5d042115,112c6c8dadf97b27,2019-10-01T00:47:51.174Z,"{""flowers"":[8,8,8,0,8],""flower"":1,""coordinates"":{""x"":278,""y"":233,""stage_width"":1015,""stage_height"":762},""event_count"":57,""game_time"":71277,""event_code"":4030}",0006c192,57,4030,71277,Flower Waterer (Activity),Activity,TREETOPCITY
56cd3b43,112c6c8dadf97b27,2019-10-01T00:47:51.174Z,"{""description"":""Whoa-oh! That is one tall flower!"",""identifier"":""tallflower"",""media_type"":""animation"",""total_duration"":4200,""event_count"":58,""game_time"":71277,""event_code"":3010}",0006c192,58,3010,71277,Flower Waterer (Activity),Activity,TREETOPCITY
fcfdffb6,112c6c8dadf97b27,2019-10-01T00:47:51.818Z,"{""flower"":1,""flowers"":[0,8,8,0,8],""coordinates"":{""x"":195,""y"":540,""stage_width"":1015,""stage_height"":762},""duration"":668,""event_count"":59,""game_time"":71945,""event_code"":4022}",0006c192,59,4022,71945,Flower Waterer (Activity),Activity,TREETOPCITY
5d042115,112c6c8dadf97b27,2019-10-01T00:47:52.473Z,"{""flowers"":[0,8,8,0,8],""flower"":2,""coordinates"":{""x"":384,""y"":215,""stage_width"":1015,""stage_height"":762},""event_count"":60,""game_time"":72577,""event_code"":4030}",0006c192,60,4030,72577,Flower Waterer (Activity),Activity,TREETOPCITY
fcfdffb6,112c6c8dadf97b27,2019-10-01T00:47:53.068Z,"{""flower"":2,""flowers"":[0,0,8,0,8],""coordinates"":{""x"":191,""y"":545,""stage_width"":1015,""stage_height"":762},""duration"":619,""event_count"":61,""game_time"":73196,""event_code"":4022}",0006c192,61,4022,73196,Flower Waterer (Activity),Activity,TREETOPCITY
5d042115,112c6c8dadf97b27,2019-10-01T00:47:53.821Z,"{""flowers"":[0,0,8,0,8],""flower"":3,""coordinates"":{""x"":542,""y"":189,""stage_width"":1015,""stage_height"":762},""event_count"":62,""game_time"":73927,""event_code"":4030}",0006c192,62,4030,73927,Flower Waterer (Activity),Activity,TREETOPCITY
fcfdffb6,112c6c8dadf97b27,2019-10-01T00:47:54.434Z,"{""flower"":3,""flowers"":[0,0,0,0,8],""coordinates"":{""x"":182,""y"":565,""stage_width"":1015,""stage_height"":762},""duration"":635,""event_count"":63,""game_time"":74563,""event_code"":4022}",0006c192,63,4022,74563,Flower Waterer (Activity),Activity,TREETOPCITY
bbfe0445,112c6c8dadf97b27,2019-10-01T00:47:55.369Z,"{""description"":""Whoa-oh! That is one tall flower!"",""identifier"":""tallflower"",""media_type"":""animation"",""duration"":4217,""event_count"":64,""game_time"":75494,""event_code"":3110}",0006c192,64,3110,75494,Flower Waterer (Activity),Activity,TREETOPCITY
5d042115,112c6c8dadf97b27,2019-10-01T00:47:55.431Z,"{""flowers"":[0,0,0,0,8],""flower"":5,""coordinates"":{""x"":768,""y"":246,""stage_width"":1015,""stage_height"":762},""event_count"":65,""game_time"":75527,""event_code"":4030}",0006c192,65,4030,75527,Flower Waterer (Activity),Activity,TREETOPCITY
56cd3b43,112c6c8dadf97b27,2019-10-01T00:47:55.434Z,"{""description"":""Whoa-oh! That is one tall flower!"",""identifier"":""tallflower"",""media_type"":""animation"",""total_duration"":4200,""event_count"":66,""game_time"":75527,""event_code"":3010}",0006c192,66,3010,75527,Flower Waterer (Activity),Activity,TREETOPCITY
fcfdffb6,112c6c8dadf97b27,2019-10-01T00:47:56.684Z,"{""flower"":5,""flowers"":[0,0,0,0,0],""coordinates"":{""x"":178,""y"":582,""stage_width"":1015,""stage_height"":762},""duration"":1285,""event_count"":67,""game_time"":76812,""event_code"":4022}",0006c192,67,4022,76812,Flower Waterer (Activity),Activity,TREETOPCITY
5d042115,112c6c8dadf97b27,2019-10-01T00:47:57.782Z,"{""flowers"":[0,0,0,0,0],""flower"":0,""coordinates"":{""x"":885,""y"":602,""stage_width"":1015,""stage_height"":762},""event_count"":68,""game_time"":77895,""event_code"":4030}",0006c192,68,4030,77895,Flower Waterer (Activity),Activity,TREETOPCITY
bbfe0445,112c6c8dadf97b27,2019-10-01T00:47:59.638Z,"{""description"":""Whoa-oh! That is one tall flower!"",""identifier"":""tallflower"",""media_type"":""animation"",""duration"":4236,""event_count"":69,""game_time"":79763,""event_code"":3110}",0006c192,69,3110,79763,Flower Waterer (Activity),Activity,TREETOPCITY
de26c3a6,112c6c8dadf97b27,2019-10-01T00:48:07.937Z,"{""growth"":[6,7,8,8,5],""flowers"":[6,7,8,8,5],""duration"":10032,""event_count"":70,""game_time"":88062,""event_code"":4020}",0006c192,70,4020,88062,Flower Waterer (Activity),Activity,TREETOPCITY
598f4598,112c6c8dadf97b27,2019-10-01T00:48:10.369Z,"{""coordinates"":{""x"":864,""y"":159,""stage_width"":1015,""stage_height"":762},""duration"":12601,""event_count"":71,""game_time"":90496,""event_code"":4025}",0006c192,71,4025,90496,Flower Waterer (Activity),Activity,TREETOPCITY
de26c3a6,112c6c8dadf97b27,2019-10-01T00:48:10.380Z,"{""growth"":[2,1,0,0,2],""flowers"":[8,8,8,8,7],""duration"":2300,""event_count"":72,""game_time"":90496,""event_code"":4020}",0006c192,72,4020,90496,Flower Waterer (Activity),Activity,TREETOPCITY
a44b10dc,112c6c8dadf97b27,2019-10-01T00:48:10.496Z,"{""coordinates"":{""x"":880,""y"":145,""stage_width"":1015,""stage_height"":762},""event_count"":73,""game_time"":90612,""event_code"":4070}",0006c192,73,4070,90612,Flower Waterer (Activity),Activity,TREETOPCITY
56cd3b43,112c6c8dadf97b27,2019-10-01T00:48:11.003Z,"{""description"":""This garden is plant-astic!"",""identifier"":""plantastic"",""media_type"":""animation"",""total_duration"":2566,""event_count"":74,""game_time"":91128,""event_code"":3010}",0006c192,74,3010,91128,Flower Waterer (Activity),Activity,TREETOPCITY
5d042115,112c6c8dadf97b27,2019-10-01T00:48:12.154Z,"{""flowers"":[8,8,8,8,8],""flower"":3,""coordinates"":{""x"":497,""y"":210,""stage_width"":1015,""stage_height"":762},""event_count"":75,""game_time"":92262,""event_code"":4030}",0006c192,75,4030,92262,Flower Waterer (Activity),Activity,TREETOPCITY
fcfdffb6,112c6c8dadf97b27,2019-10-01T00:48:12.769Z,"{""flower"":3,""flowers"":[8,8,0,8,8],""coordinates"":{""x"":213,""y"":485,""stage_width"":1015,""stage_height"":762},""duration"":633,""event_count"":76,""game_time"":92895,""event_code"":4022}",0006c192,76,4022,92895,Flower Waterer (Activity),Activity,TREETOPCITY
5d042115,112c6c8dadf97b27,2019-10-01T00:48:13.257Z,"{""flowers"":[8,8,0,8,8],""flower"":2,""coordinates"":{""x"":416,""y"":210,""stage_width"":1015,""stage_height"":762},""event_count"":77,""game_time"":93362,""event_code"":4030}",0006c192,77,4030,93362,Flower Waterer (Activity),Activity,TREETOPCITY
bbfe0445,112c6c8dadf97b27,2019-10-01T00:48:13.604Z,"{""description"":""This garden is plant-astic!"",""identifier"":""plantastic"",""media_type"":""animation"",""duration"":2601,""event_count"":78,""game_time"":93729,""event_code"":3110}",0006c192,78,3110,93729,Flower Waterer (Activity),Activity,TREETOPCITY
